type_of_room,account_number,capacity_of_persons,ability_to_publish_information,district,community,city,street,building_number
Найпростіше укриття,null,40,так,Стрийський,Сколівська,Гребенів,Тараса Шевченка,47
Найпростіше укриття,null,19,так,Львівський,Львівська,Львів,Івана Вишенського,16
Найпростіше укриття,null,15,так,Львівський,Львівська,Львів,Ужгородська,4
Найпростіше укриття,null,22,так,Львівський,Львівська,Львів,Ужгородська,6
Найпростіше укриття,null,32,так,Львівський,Львівська,Львів,Івана Вишенського,27
Найпростіше укриття,null,200,так,Стрийський,Сколівська,Сколе,Степана Бандери,2
Найпростіше укриття,null,19,так,Львівський,Львівська,Львів,Ужгородська,8
Найпростіше укриття,null,150,так,Стрийський,Сколівська,Сколе,Данила Галицького,50
Найпростіше укриття,null,22,так,Львівський,Львівська,Львів,Цехова,9
Найпростіше укриття,null,19,так,Львівський,Львівська,Львів,Івана Вишенського,29
Найпростіше укриття,null,17,так,Львівський,Львівська,Львів,Шпитальна,10
Найпростіше укриття,null,40,так,Львівський,Львівська,Львів,Шпитальна,15
Найпростіше укриття,null,870,так,Стрийський,Сколівська,Сколе,Степана Бандери,2
Найпростіше укриття,null,27,так,Львівський,Львівська,Львів,Івана Вишенського,7А
Найпростіше укриття,null,17,так,Львівський,Львівська,Львів,Шпитальна,20А
Найпростіше укриття,null,90,так,Стрийський,Козівська,Красне,Лесі Українки,45
Найпростіше укриття,null,48,так,Львівський,Львівська,Львів,Івана Вишенського,30
Найпростіше укриття,null,70,так,Стрийський,Сколівська,Нижнє Синьовидне,Данила Галицького,28
Найпростіше укриття,null,17,так,Львівський,Львівська,Львів,Івана Вишенського,7
Найпростіше укриття,null,20,так,Стрийський,Сколівська,Сопіт,Шевченка,59
Найпростіше укриття,null,24,так,Львівський,Львівська,Львів,Івана Вишенського,40
Найпростіше укриття,null,28,так,Львівський,Львівська,Львів,Івана Вишенського,36
Найпростіше укриття,null,56,так,Дрогобицький,Бориславська,Борислав,Тараса Шевченка,54
Найпростіше укриття,null,30,так,Львівський,Львівська,Львів,Івана Вишенського,34
Найпростіше укриття,null,83,так,Стрийський,Сколівська,Коростів,Лесі Українки,77
Найпростіше укриття,null,17,так,Львівський,Львівська,Львів,Івана Вишенського,6
Найпростіше укриття,null,66,так,Стрийський,Сколівська,Труханів,Січових Стрільців,4
Найпростіше укриття,null,250,так,Стрийський,Сколівська,Труханів,Січових Стрільців,6
Найпростіше укриття,null,140,так,Стрийський,Козівська,Жупани,Івана Франка,30
Найпростіше укриття,null,150,так,Стрийський,Сколівська,Сколе,На розі Героя Олега Ушневича та м-н Незалежності,0
Найпростіше укриття,null,23,так,Львівський,Львівська,Львів,Івана Вишенського,5
Найпростіше укриття,null,56,так,Стрийський,Сколівська,Крушельниця,Івана Франка,5А
Найпростіше укриття,null,37,так,Львівський,Львівська,Львів,Юрія Руфа,41
Найпростіше укриття,null,24,так,Львівський,Львівська,Львів,Івана Вишенського,3
Найпростіше укриття,null,29,так,Львівський,Львівська,Львів,Юрія Руфа,23
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Івана Вишенського,9
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Водогінна,15
Найпростіше укриття,null,42,так,Львівський,Львівська,Львів,Тершаковців,5
Найпростіше укриття,null,30,так,Львівський,Львівська,Львів,Водогінна,17
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Таджицька,1
Найпростіше укриття,null,17,так,Львівський,Львівська,Львів,Станція Личаків,2
Найпростіше укриття,null,28,так,Львівський,Львівська,Львів,Галілео Галілея,5
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Станція Личаків,1
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Михайла Сороки,3
Найпростіше укриття,null,17,так,Львівський,Львівська,Львів,Генерала Мирона Тарнавського,14
Найпростіше укриття,null,28,так,Львівський,Львівська,Львів,Генерала Мирона Тарнавського,34
Найпростіше укриття,null,44,так,Львівський,Львівська,Львів,Симиренків,17А
Найпростіше укриття,null,20,так,Львівський,Львівська,Львів,Генерала Мирона Тарнавського,4
Найпростіше укриття,null,43,так,Львівський,Львівська,Львів,Різьбярська,4
Найпростіше укриття,null,18,так,Львівський,Львівська,Львів,Героїв Маріуполя,12
Найпростіше укриття,null,50,так,Стрийський,Журавненська,Володимирці,Зелена,1
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Максима Рильського,14
Найпростіше укриття,null,160,так,Стрийський,Журавненська,Протеси,Садова,40
Найпростіше укриття,null,18,так,Львівський,Львівська,Львів,Іллі Рєпіна,13
Найпростіше укриття,null,9,так,Львівський,Львівська,Львів,Героїв Маріуполя,24
Найпростіше укриття,null,160,так,Стрийський,Козівська,Мохнате,Івана Франка,23
Найпростіше укриття,null,13,так,Львівський,Львівська,Львів,Піскова,52
Найпростіше укриття,null,76,так,Стрийський,Славська,Волосянка,Гірська,35
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Героїв Маріуполя,23
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Пекарська,57Б
Найпростіше укриття,null,22,так,Львівський,Львівська,Львів,Івана Вишенського,20
Найпростіше укриття,null,49,так,Львівський,Львівська,Львів,Пекарська,30
Найпростіше укриття,null,28,так,Львівський,Львівська,Львів,Пекарська,11
Найпростіше укриття,null,20,так,Львівський,Львівська,Львів,Пекарська,46
Найпростіше укриття,null,19,так,Львівський,Львівська,Львів,Олександра Архипенка,9
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Тракт Глинянський,161Б
Найпростіше укриття,null,20,так,Львівський,Львівська,Львів,Олександра Архипенка,11
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Мучна,16
Найпростіше укриття,null,38,так,Львівський,Львівська,Львів,Мучна,29
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Долішня,5
Найпростіше укриття,null,60,так,Стрийський,Козівська,Задільське,Івана Франка,67
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Мучна,10
Найпростіше укриття,null,250,так,Стрийський,Журавненська,Журавно,Степана Бандери,3
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Жасминова,5Б
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Марії Заньковецької,9
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Медової Печери,38
Найпростіше укриття,null,20,так,Львівський,Львівська,Львів,Збаразька,7
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Медової Печери,40
Найпростіше укриття,null,31,так,Львівський,Львівська,Львів,Зелена,77
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Майорівка,9
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Лісна,1
Найпростіше укриття,null,60,так,Стрийський,Ходорівська,Ходорів,16 Липня,1А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Личаківська,37
Найпростіше укриття,null,34,так,Львівський,Львівська,Львів,Личаківська,70
Найпростіше укриття,null,41,так,Львівський,Львівська,Львів,Личаківська,66
Найпростіше укриття,null,15,так,Львівський,Львівська,Львів,Личаківська,64
Найпростіше укриття,null,25,так,Львівський,Львівська,Львів,Личаківська,60
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Зелена,115
Найпростіше укриття,null,160,так,Стрийський,Новороздільська,Новий Розділ,Михайла Грушевського,47
Найпростіше укриття,null,500,так,Стрийський,Новороздільська,Новий Розділ,В'ячеслава Чорновола,5
Найпростіше укриття,null,45,так,Стрийський,Сколівська,Сколе,Олега Ушневича,17 а
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Зелена,115Д
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,44
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Зелена,84
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,32
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Володимира Івасюка,19
Найпростіше укриття,null,300,так,Стрийський,Славська,Лавочне,Тараса Шевченка,89
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,46
Найпростіше укриття,null,36,так,Львівський,Львівська,Львів,Китайська,3А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,40
Найпростіше укриття,null,45,так,Львівський,Львівська,Львів,Миколи Лисенка,37
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Олександра Кониського,7
Найпростіше укриття,null,45,так,Львівський,Львівська,Львів,Миколи Лисенка,36
Найпростіше укриття,null,25,так,Львівський,Львівська,Львів,Мирона Кордуби,2
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,34
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,33
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Максима Кривоноса,12А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,30
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,29
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів, Максима Кривоноса,14
Найпростіше укриття,null,140,так,Стрийський,Новороздільська,Новий Розділ,Тараса Шевченка,36
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,28
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Максима Кривоноса,8
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,27
Найпростіше укриття,null,20,так,Стрийський,Славська,Нижня Рожанка,Устияновича,37
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,26
Найпростіше укриття,null,40,так,Львівський,Львівська,Львів,Кривчицька Дорога,2А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,25
Найпростіше укриття,null,10,так,Львівський,Львівська,Львів,Кривчицька Дорога,36
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,24
Найпростіше укриття,null,15,так,Львівський,Львівська,Львів,Кривчицька Дорога,8
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,23
Найпростіше укриття,null,31,так,Львівський,Львівська,Львів,Кривчицька Дорога,2Б
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,22Ц
Найпростіше укриття,null,31,так,Львівський,Львівська,Львів,Кривчицька Дорога,8А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,22Б
Найпростіше укриття,null,100,так,Стрийський,Журавненська,Сулятичі,Тараса Шевченка,35
Найпростіше укриття,null,50,так,Львівський,Львівська,Винники,Винна Гора,8Б
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Юрія Руфа,38Б
Найпростіше укриття,null,50,так,Львівський,Львівська,Винники,Винна Гора,8В
Найпростіше укриття,null,42,так,Львівський,Львівська,Винники,Винна Гора,5Б
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Юрія Руфа,36
Найпростіше укриття,null,50,так,Львівський,Львівська,Винники,Кільцева,11
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Юрія Руфа,35В
Найпростіше укриття,null,48,так,Львівський,Львівська,Винники,Кільцева,8
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Юрія Руфа,15
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Черкаська,4
Найпростіше укриття,null,41,так,Львівський,Львівська,Львів,Цетнерівка,2
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Цетнерівка,12
Найпростіше укриття,null,9,так,Львівський,Львівська,Львів,Харківська,14
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Азовська,8
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Генерала Мирона Тарнавського,30
Найпростіше укриття,null,18,так,Львівський,Львівська,Львів,Миколи Садовського,7
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Личаківська,12
Найпростіше укриття,null,24,так,Львівський,Львівська,Львів,Миколи Садовського,5
Найпростіше укриття,null,45,так,Львівський,Львівська,Львів,Личаківська,17
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Потелицька,22
Найпростіше укриття,null,31,так,Львівський,Львівська,Львів,Личаківська,8
Найпростіше укриття,null,40,так,Львівський,Львівська,Львів,Потелицька,18
Найпростіше укриття,null,36,так,Львівський,Львівська,Львів,Глинянський Тракт,4
Найпростіше укриття,null,15,так,Львівський,Львівська,Львів,Піскова,6
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Степана Васильченка,14
Найпростіше укриття,null,38,так,Львівський,Львівська,Львів,Піскова,2
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Пекарська,1Ц
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Івана Верхратського,11А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Медової Печери,36
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Івана Верхратського,8
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Личаківська,95
Найпростіше укриття,null,21,так,Львівський,Львівська,Львів,Вузька,1А
Найпростіше укриття,null,30,так,Львівський,Львівська,Львів,Вузька,6
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Героїв Маріуполя,11Б
Найпростіше укриття,null,38,так,Львівський,Львівська,Львів,Лисеницька,2А
Найпростіше укриття,null,37,так,Львівський,Львівська,Львів,Богдана Гнатевича,10
Найпростіше укриття,null,38,так,Львівський,Львівська,Львів,Лисеницька,19Б
Найпростіше укриття,null,38,так,Львівський,Львівська,Львів,Богдана Гнатевича,10А
Найпростіше укриття,null,10,так,Львівський,Львівська,Львів,Генерала Дмитра Грицая,14
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Миколи Лисенка,22
Найпростіше укриття,null,35,так,Львівський,Львівська,Львів,Грицька Чубая,1
Найпростіше укриття,null,36,так,Львівський,Львівська,Львів,Грицька Чубая,12
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Лисеницька,11
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Лисеницька,13
Найпростіше укриття,null,34,так,Львівський,Львівська,Львів,Грицька Чубая,7
Найпростіше укриття,null,412,так,Львівський,Львівська,Львів,Степана Бандери,11
Найпростіше укриття,null,436,так,Львівський,Львівська,Львів,Дзиндри,7
Найпростіше укриття,null,49,так,Львівський,Львівська,Львів,Грицька Чубая,9
Найпростіше укриття,null,227,так,Львівський,Львівська,Львів,Генерала Чупринки,1
Найпростіше укриття,null,672,так,Львівський,Львівська,Львів,Іларіона Свєнціцького,15
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Костя Левицького,97
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Костя Левицького,27
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Костя Левицького,112А
Найпростіше укриття,null,18,так,Львівський,Львівська,Львів,Академіка Івана Крип'якевича,23
Найпростіше укриття,null,15,так,Львівський,Львівська,Львів,Латвійська,4
Найпростіше укриття,null,25,так,Львівський,Львівська,Львів,Академіка Івана Крип'якевича,25
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Кутова,4
Найпростіше укриття,null,425,так,Львівський,Львівська,Львів,Тютюнників,2
Найпростіше укриття,null,29,так,Львівський,Львівська,Львів,Академіка Івана Крип'якевича,4
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Кутова,5
Найпростіше укриття,null,1000,так,Львівський,Львівська,Львів,Гоголя,17
Найпростіше укриття,null,32,так,Львівський,Львівська,Львів,Академіка Івана Крип'якевича,15
Найпростіше укриття,null,34,так,Львівський,Львівська,Львів,Круп'ярська,1
Найпростіше укриття,null,932,так,Львівський,Львівська,Львів,Свободи ,16
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Круп'ярська,12
Найпростіше укриття,null,29,так,Львівський,Львівська,Львів,Круп'ярська,6
Найпростіше укриття,null,31,так,Львівський,Львівська,Львів,Круп'ярська,3
Найпростіше укриття,null,371,так,Львівський,Львівська,Львів,Замарстинівська,11
Найпростіше укриття,null,27,так,Львівський,Львівська,Львів,Круп'ярська,19
Найпростіше укриття,null,881,так,Львівський,Львівська,Львів,Шухевича,2
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Круп'ярська,16
Найпростіше укриття,null,100,так,Стрийський,Сколівська,Сколе,Степана Бандери,2
Найпростіше укриття,null,71,так,Львівський,Львівська,Львів,Кубанська,12
Найпростіше укриття,null,14,так,Львівський,Львівська,Львів,Карпатська,11
Найпростіше укриття,null,69,так,Стрийський,Миколаївська,Миколаїв,Грушевського ,6
Найпростіше укриття,null,174,так,Львівський,Львівська,Львів,Рутковича,14
Найпростіше укриття,null,41,так,Стрийський,Миколаївська,Дроговиж,Каденюка,21
Найпростіше укриття,null,110,так,Львівський,Львівська,Львів,Кирила і Мефодія,11
Найпростіше укриття,null,41,так,Стрийський,Миколаївська,Миколаїв,Чайковського,18
Найпростіше укриття,null,75,так,Стрийський,Ходорівська,Вибранівка,Шкільна,90
Найпростіше укриття,null,180,так,Стрийський,Миколаївська,Миколаїв,Площа Ринок,24
Найпростіше укриття,null,149,так,Стрийський,Миколаївська,Устя,Тараса Шевченка,7
Найпростіше укриття,null,145,так,Львівський,Львівська,Львів,Коцюбинського,21 А
Найпростіше укриття,null,50,так,Стрийський,Ходорівська,Бортники,Івана Франка,51
Найпростіше укриття,null,50,так,Стрийський,Моршинська,Моршин,Лесі Українки ,36
Найпростіше укриття,null,246,так,Львівський,Львівська,Львів,Мирослава Скорика,22
Найпростіше укриття,null,200,так,Стрийський,Грабовецько-Дулібівська,Верхня Стинава,Івана Франка,70А
Найпростіше укриття,null,40,так,Стрийський,Ходорівська,Ходорів,В'ячеслава Чорновола,10
Найпростіше укриття,null,500,так,Стрийський,Миколаївська,Більче,Івана Франка,14
Найпростіше укриття,null,176,так,Стрийський,Моршинська,Воля-Задеревацька,Івана Франка,26
Найпростіше укриття,null,30,так,Стрийський,Журавненська,Сидорівка,Тараса Шевченка,6
Найпростіше укриття,null,110,так,Стрийський,Журавненська,Журавно,Степана Бандери,2
Найпростіше укриття,null,20,так,Львівський,Львівська,Львів,В'ячеслава Чорновола,31
Найпростіше укриття,null,150,так,Стрийський,Миколаївська,Миколаїв,Романа Шухевича,12
Найпростіше укриття,null,68,так,Стрийський,Грабовецько-Дулібівська,Нижня Стинава,Івана Франка,27
Найпростіше укриття,null,25,так,Львівський,Львівська,Львів,Старий Ринок,2
Найпростіше укриття,null,30,так,Львівський,Львівська,Львів,Старий Ринок,7
Найпростіше укриття,null,40,так,Стрийський,Журавненська,Дубравка,В'ячеслава Чорновола,74
Найпростіше укриття,null,200,так,Стрийський,Миколаївська,Миколаїв,Ринок,23
Найпростіше укриття,null,64,так,Стрийський,Козівська,Жупани,Івана Франка,4
Найпростіше укриття,null,100,так,Стрийський,Журавненська,Журавно,Шептицьких,5
Найпростіше укриття,null,20,так,Стрийський,Журавненська,Журавно,Чубинського,2
Найпростіше укриття,null,18,так,Львівський,Львівська,Львів,Татарська,2А
Найпростіше укриття,null,50,так,Стрийський,Журавненська,Сулятичі,Тараса Шевченка,31
Найпростіше укриття,null,25,так,Стрийський,Журавненська,Чертіж,Центральна,99а
Найпростіше укриття,null,19,так,Стрийський,Жидачівська,Заріччя,Січових Стрільців,9
Найпростіше укриття,null,18,так,Стрийський,Жидачівська,Заболотівці,Миру,94
Найпростіше укриття,null,20,так,Стрийський,Новороздільська,Новий Розділ,Мазепи,14
Найпростіше укриття,null,500,так,Стрийський,Жидачівська,Жидачів,Грушевського ,38
Найпростіше укриття,null,34,так,Львівський,Львівська,Львів,Шолом-Алейхема,14
Найпростіше укриття,null,67,так,Стрийський,Жидачівська,Жидачів,Грушевського ,25
Найпростіше укриття,null,23,так,Львівський,Львівська,Львів,Шолом-Алейхема,16
Найпростіше укриття,null,900,так,Стрийський,Миколаївська,Миколаїв,Болоня,2
Найпростіше укриття,null,20,так,Стрийський,Сколівська,Кам’янка,Нова,8
Найпростіше укриття,null,30,так,Стрийський,Гніздичівська,Гніздичів,Михайла Грушевського,67
Найпростіше укриття,null,24,так,Львівський,Львівська,Львів,Шпитальна,26
Найпростіше укриття,null,25,так,Львівський,Львівська,Львів,Шпитальна,28
Найпростіше укриття,null,160,так,Стрийський,Жидачівська,Жидачів,Тараса Шевченка,1
Найпростіше укриття,null,70,так,Стрийський,Жидачівська,Жидачів,Кобзарева,4А
Найпростіше укриття,null,150,так,Стрийський,Жидачівська,Жидачів,Грушевського,88
Найпростіше укриття,null,50,так,Стрийський,Жидачівська,Бережниця,Тараса Шевченка,21
Найпростіше укриття,null,80,так,Львівський,Глинянська,Глиняни,Шевченка,36
Найпростіше укриття,null,36,так,Львівський,Львівська,Винники,Кільцева,10
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Владислава Веливока,9
Найпростіше укриття,null,883,так,Львівський,Сокільницька,Сокільники,Данила Галицького,2 Г
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Дмитра Донцова,20
Найпростіше укриття,null,28,так,Львівський,Львівська,Львів,Зелена,19
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Зелена,85
Найпростіше укриття,null,67,так,Львівський,Підберізцівська,Підгірне,Наукова,1
Найпростіше укриття,null,67,так,Львівський,Підберізцівська,Нижня Білка,Тракт Глинянський,7
Найпростіше укриття,null,40,так,Львівський,Львівська,Львів,Карпатська,3
Найпростіше укриття,null,11,так,Львівський,Львівська,Львів,Карпатська,7
Найпростіше укриття,null,45,так,Львівський,Львівська,Львів,Личаківська,117
Найпростіше укриття,null,400,так,Львівський,Львівська,Львів,Івана Біберовича,11
Найпростіше укриття,null,10,так,Львівський,Львівська,Львів,Ніжинська,28
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Пасічна,56
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Пасічна,60
Найпростіше укриття,null,20,так,Червоноградський,Великомостівська,Боянець,Івана Франка,3б
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Піскова,50
Найпростіше укриття,null,150,так,Львівський,Львівська,Львів,Жовківська,13
Найпростіше укриття,null,10,так,Львівський,Львівська,Львів,Харківська,8Б
Найпростіше укриття,null,21,так,Львівський,Львівська,Львів,Костя Левицького,9
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Личаківська,112
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Китайська,4
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Ніжинська,16
Найпростіше укриття,null,300,так,Львівський,Львівська,Львів,Караїмська,7
Найпростіше укриття,null,170,так,Львівський,Львівська,Львів,Караїмська,11А
Найпростіше укриття,null,120,так,Львівський,Львівська,Львів,Підзамче,3
Найпростіше укриття,null,500,так,Львівський,Львівська,Львів,В'ячеслава Чорновола,67Ж
Найпростіше укриття,null,10,так,Львівський,Львівська,Львів,Чернігівська,12А
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Юрія Руфа,8
Найпростіше укриття,null,20,так,Львівський,Львівська,Львів,Івана Верхратського,12
Найпростіше укриття,null,30,так,Львівський,Львівська,Львів,Шота Руставелі,8А
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Харківська,19
Найпростіше укриття,null,12,так,Львівський,Львівська,Львів,Харківська,13
Найпростіше укриття,null,100,так,Львівський,Комарнівська,Бучали,Зелена,45
Найпростіше укриття,null,25,так,Львівський,Комарнівська,Кліцько,Річна,38
Найпростіше укриття,null,109,так,Львівський,Куликівська,Куликів,Винниченка,1 А
Найпростіше укриття,null,139,так,Львівський,Куликівська,Куликів,Винниченка,1 А
Найпростіше укриття,null,49,так,Львівський,Куликівська,Мервичі,Залізнична,1
Найпростіше укриття,null,24,так,Львівський,Куликівська,Великий Дорошів,Лисенка,1Б
Найпростіше укриття,null,67,так,Львівський,Куликівська,Великий Дорошів,Львівська ,24
Найпростіше укриття,null,11,так,Львівський,Куликівська,Гребінці,І.Франка,25
Найпростіше укриття,null,10,так,Львівський,Куликівська,Гребінці,І.Франка,29
Найпростіше укриття,null,10,так,Львівський,Куликівська,Гребінці,Шевченка,24
Найпростіше укриття,null,40,так,Львівський,Куликівська,Артасів,Яремчука,86
Найпростіше укриття,null,49,так,Львівський,Куликівська,Смереків,Шептицького,8А
Найпростіше укриття,null,49,так,Львівський,Куликівська,Куликів,Загороди,44
Найпростіше укриття,null,42,так,Львівський,Куликівська,Звертів,Шкільна,10
Найпростіше укриття,null,230,так,Львівський,Рава-Руська,Рава-Руська,Грінченка,1А
Найпростіше укриття,null,500,так,Львівський,Рава-Руська,Гійче,Шкільна,4
Найпростіше укриття,null,135,так,Львівський,Рава-Руська,Річки,Шевченка,18
Найпростіше укриття,null,49,так,Львівський,Рава-Руська,Старе Село,Гончарі,37/1
Найпростіше укриття,null,30,так,Львівський,Рава-Руська,Синьковичі,Клубна,12
Найпростіше укриття,null,28,так,Львівський,Рава-Руська,Синьковичі,Клубна,14
Найпростіше укриття,null,38,так,Львівський,Рава-Руська,Волиця,Шкільна,22 А
Найпростіше укриття,null,41,так,Львівський,Рава-Руська,Гійче,Молодіжна,1
Найпростіше укриття,null,33,так,Львівський,Перемишлянська,Перемишляни,Гальцька,50
Найпростіше укриття,null,250,так,Львівський,Львівська,Львів,В'ячеслава Липинського,11
Найпростіше укриття,null,50,так,Львівський,Львівська,Малехів,Січових Стрільців,1В
Найпростіше укриття,null,219,так,Львівський,Львівська,Львів,Гірника,1А
Найпростіше укриття,null,410,так,Львівський,Львівська,Львів,Караджича,29А
Найпростіше укриття,null,784,так,Львівський,Львівська,Львів,Каховська,17
Найпростіше укриття,null,407,так,Львівський,Львівська,Львів,Коротка,8А
Найпростіше укриття,null,1230,так,Львівський,Львівська,Львів,Кульчицької,1
Найпростіше укриття,null,399,так,Львівський,Львівська,Львів,Ряшівська,15
Найпростіше укриття,null,289,так,Львівський,Львівська,Львів,Сірка,23
Найпростіше укриття,null,147,так,Львівський,Львівська,Львів,Хотинська,3
Найпростіше укриття,null,240,так,Львівський,Львівська,Львів,Шараневича,22
Найпростіше укриття,null,161,так,Львівський,Львівська,Львів,Шараневича,7
Найпростіше укриття,null,78,так,Львівський,Львівська,Львів,Шевченка,115
Найпростіше укриття,null,347,так,Львівський,Львівська,Львів,Широка,70
Найпростіше укриття,null,454,так,Львівський,Львівська,Львів,Широка,90
Найпростіше укриття,null,100,так,Львівський,Львівська,Львів,Щекавицька,2
Найпростіше укриття,null,528,так,Львівський,Львівська,Львів,Яворницького,9А
Найпростіше укриття,null,36,так,Львівський,Львівська,Львів,Караджича,20
Найпростіше укриття,null,34,так,Львівський,Львівська,Львів,Смаль-Стоцького,26
Найпростіше укриття,null,106,так,Львівський,Львівська,Львів,Г.Чупринки,52
Найпростіше укриття,null,102,так,Львівський,Львівська,Львів,Рудницького,1
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Перфецького,3
Найпростіше укриття,null,50,так,Львівський,Львівська,Львів,Наукова,94
Найпростіше укриття,null,40,так,Червоноградський,Сокальська,Княже,Центральна,0
Найпростіше укриття,null,80,так,Золочівський,Красненська,Бортків,Головна,61
